country,year,Party,CoreT3,CorepvalT3,FCoreT3,FCorepvalT3,CoreWT3,CorepvalWT3,FCoreWT3,FCorepvalWT3,CWinT3,CwinpvalT3,FCWinT3,FCwinpvalT3,CWinWT3,CwinpvalWT3,FCWinWT3,FCwinpvalWT3
CHE,1999,SVP,1,0.99814453125,0,0.0891674014046155,1,0.99814453125,1,0.0231199697566481,0,0.0015625,0,1,0,0.0015625,0,1
CHE,1999,SP,1,0.99814453125,1,0.00202563625260127,1,0.99814453125,1,0.00166199742601194,0,0.0015625,0,1,0,0.0015625,0,1
CHE,1999,FDP,1,0.99814453125,1,2.1898009552615e-33,1,0.99814453125,1,1.32146950995641e-21,0,0.0046875,0,0.998452546228833,0,0.0078125,0,0.998338002573988
CHE,1999,CVP,1,0.99814453125,1,0.001547453771167,1,0.99814453125,1,0.00578048257993054,0,0.0015625,0,1,0,0.0015625,0,1
CHE,1999,Green,0,0.0015625,0,0.999988507838477,0,0.0015625,0,0.999809138529286,0,0.0015625,0,1,0,0.0015625,0,1
CHL,2005,UDI,1,0.18916015625,0,0.90460786322916,1,0.18916015625,0,0.90460786322916,0,0.0015625,0,1,0,0.0015625,0,1
CHL,2005,PDC,1,0.99814453125,1,3.22936844409147e-28,1,0.99814453125,1,3.22936844409147e-28,0,0.0015625,0,1,0,0.0015625,0,1
CHL,2005,PD,1,0.99814453125,1,1.01070570215277e-30,1,0.99814453125,1,1.01070570215277e-30,0,0.0015625,0,1,0,0.0015625,0,1
CHL,2005,RN,1,0.91650390625,0,0.268480173531637,1,0.91650390625,0,0.268480173531637,0,0.0015625,0,1,0,0.0015625,0,1
CHL,2005,PS,1,0.99814453125,1,1.88456774580198e-14,1,0.99814453125,1,1.88456774580198e-14,0,0.0015625,0,1,0,0.0015625,0,1
CHL,2005,PC,0,0.0015625,0,0.999999982909295,0,0.0015625,0,0.999999982909295,0,0.0015625,0,1,0,0.0015625,0,1
CHL,2009,UDI,1,0.99814453125,1,0.0242517853301586,1,0.99814453125,1,0.0242517853301586,0,0.0015625,0,1,0,0.0015625,0,1
CHL,2009,RN,1,0.99814453125,1,0.00066126072287346,1,0.99814453125,1,0.00066126072287346,0,0.0015625,0,1,0,0.0015625,0,1
CHL,2009,PDC,1,0.99814453125,1,8.92279925714992e-08,1,0.99814453125,1,8.92279925714992e-08,0,0.0015625,0,1,0,0.0015625,0,1
CHL,2009,PD,1,0.99814453125,1,1.37836707942411e-07,1,0.99814453125,1,1.37836707942411e-07,0,0.0015625,0,1,0,0.0015625,0,1
CHL,2009,PS,1,0.99814453125,1,0.0011121872617753,1,0.99814453125,1,0.0011121872617753,0,0.0015625,0,1,0,0.0015625,0,1
CHL,2009,PC,0,0.0015625,0,0.99999999998883,0,0.0015625,0,0.99999999998883,0,0.0015625,0,1,0,0.0015625,0,1
CHL,2017,Evopoli,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CHL,2017,RN,1,0.99814453125,1,1.15874222967295e-52,1,0.99814453125,1,1.15874222967295e-52,0,0.0015625,0,1,0,0.0015625,0,1
CHL,2017,UDI,1,0.99814453125,1,7.79690626612117e-42,1,0.99814453125,1,7.79690626612117e-42,0,0.0015625,0,1,0,0.0015625,0,1
CHL,2017,PDC,1,0.99814453125,1,3.31455967158018e-64,1,0.99814453125,1,3.31455967158018e-64,0,0.0015625,0,1,0,0.0015625,0,1
CHL,2017,PS,1,0.99814453125,1,5.95371568708415e-48,1,0.99814453125,1,5.95371568708415e-48,0,0.0015625,0,1,0,0.0015625,0,1
CHL,2017,PD,1,0.99814453125,1,2.57304113743936e-61,1,0.99814453125,1,2.57304113743936e-61,0,0.0015625,0,1,0,0.0015625,0,1
CHL,2017,RD,1,0.99814453125,1,7.51635707800893e-44,1,0.99814453125,1,7.51635707800893e-44,0,0.0015625,0,1,0,0.0015625,0,1
CHL,2017,PC,1,0.99814453125,1,5.47855398840846e-25,1,0.99814453125,1,5.47855398840846e-25,0,0.0015625,0,1,0,0.0015625,0,1
CHL,2017,PRSD,1,0.99814453125,1,8.8407481086773e-38,1,0.99814453125,1,8.8407481086773e-38,0,0.0015625,0,1,0,0.0015625,0,1
CHL,1999,PD,1,0.99814453125,1,1.83629759332298e-20,1,0.99814453125,1,1.83629759332298e-20,1,0.08154296875,0,0.959204802751721,1,0.08154296875,0,0.959204802751721
CHL,1999,UDI,1,0.99814453125,1,0.040795197248279,1,0.99814453125,1,0.040795197248279,0,0.0015625,0,1,0,0.0015625,0,1
CHL,1999,PC,0,0.0328125,0,0.970436901617497,0,0.0328125,0,0.970436901617497,0,0.0015625,0,1,0,0.0015625,0,1
CZE,2002,CSSD,1,0.99814453125,1,2.22144997143729e-47,1,0.99814453125,1,2.22144997143729e-47,1,0.99814453125,1,7.99998406352936e-10,1,0.99814453125,1,7.99998406352936e-10
CZE,2002,ODS,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
CZE,2002,KSCM,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
CZE,2002,KDU,0,0.0015625,0,0.999999999200002,0,0.0015625,0,0.999999999200002,0,0.0015625,0,1,0,0.0015625,0,1
CZE,2002,US_DEU,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
CZE,2006,ODS,1,0.99814453125,1,8.85012005376941e-05,1,0.99814453125,1,8.85012005376941e-05,0,0.0015625,0,1,0,0.0015625,0,1
CZE,2006,CSSD,1,0.68642578125,0,0.388692681534911,1,0.68642578125,0,0.388692681534911,0,0.0015625,0,1,0,0.0015625,0,1
CZE,2006,KSCM,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
CZE,2006,KDU,0,0.0015625,0,0.999999999999368,0,0.0015625,0,0.999999999999368,0,0.0015625,0,1,0,0.0015625,0,1
CZE,2006,Green,1,0.99814453125,1,5.39222212024423e-24,1,0.99814453125,1,5.39222212024423e-24,0,0.0015625,0,0.999913880191909,0,0.0015625,0,0.999913880191909
CZE,2010,CSSD,1,0.06669921875,0,0.961224518489545,1,0.06669921875,0,0.961224518489545,0,0.0015625,0,1,0,0.0015625,0,1
CZE,2010,ODS,1,0.39697265625,0,0.679392594651309,1,0.39697265625,0,0.679392594651309,0,0.0015625,0,1,0,0.0015625,0,1
CZE,2010,TOP,1,0.99814453125,1,7.82184508736545e-20,1,0.99814453125,1,7.82184508736545e-20,0,0.0015625,0,1,0,0.0015625,0,1
CZE,2010,KSCM,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
CZE,2010,VV,1,0.99814453125,1,4.22753019185935e-36,1,0.99814453125,1,4.22753019185935e-36,0,0.0015625,0,1,0,0.0015625,0,1
CZE,2010,KDU,0,0.0015625,0,0.999999960186029,0,0.0015625,0,0.999999960186029,0,0.0015625,0,1,0,0.0015625,0,1
CZE,2010,Green,1,0.99814453125,0,0.144450230988513,1,0.99814453125,0,0.144450230988513,0,0.0015625,0,1,0,0.0015625,0,1
CZE,2013,CSSD,1,0.99814453125,1,0.00701309408520679,1,0.99814453125,1,0.00701309408520679,0,0.0015625,0,1,0,0.0015625,0,1
CZE,2013,ANO,1,0.99814453125,1,4.07127396189364e-24,1,0.99814453125,1,4.07127396189364e-24,0,0.0171875,0,0.992986905914793,0,0.0171875,0,0.992986905914793
CZE,2013,KSCM,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
CZE,2013,TOP09,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
CZE,2013,ODS,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
CZE,2013,Usvit,1,0.06298828125,0,0.967839219036176,1,0.06298828125,0,0.967839219036176,0,0.0015625,0,1,0,0.0015625,0,1
CZE,2013,KDU,0,0.0015625,0,0.999999989093112,0,0.0015625,0,0.999999989093112,0,0.0015625,0,1,0,0.0015625,0,1
CZE,1996,ODS,1,0.99814453125,1,0.0013345363907409,1,0.99814453125,1,0.0013345363907409,0,0.0015625,0,0.999948488185833,0,0.0015625,0,0.999948488185833
CZE,1996,CSSD,1,0.99814453125,1,0.0368581149913219,1,0.99814453125,1,0.0368581149913219,0,0.0015625,0,0.998710271262843,0,0.0015625,0,0.998710271262843
CZE,1996,KSCM,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
CZE,1996,KDU,1,0.99814453125,0,0.184430627967725,1,0.99814453125,0,0.184430627967725,0,0.0015625,0,1,0,0.0015625,0,1
CZE,1996,SPR,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
CZE,1996,ODA,1,0.99814453125,1,0.00128972873715702,1,0.99814453125,1,0.00128972873715702,0,0.0015625,0,1,0,0.0015625,0,1
DEU,2005,SPD,1,0.99814453125,1,6.57290714591793e-19,1,0.99814453125,1,9.00469292217154e-17,1,0.99443359375,0,0.13720332409679,1,0.96845703125,0,0.147662993693138
DEU,2005,CDU,1,0.15205078125,0,0.86279667590321,1,0.16689453125,0,0.852337006306862,0,0.0015625,0,1,0,0.0015625,0,1
DEU,2005,FDP,0,0.0015625,0,0.99999950796735,0,0.0015625,0,0.999999746028524,0,0.0015625,0,1,0,0.0015625,0,1
DEU,2005,LP,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
DEU,2005,Green,0,0.0015625,0,0.999808568497351,0,0.0015625,0,0.999941028927805,0,0.0015625,0,1,0,0.0015625,0,1
DEU,2005,CSU,0,0.0015625,0,0.99999999999998,0,0.0015625,0,0.999999999999931,0,0.0015625,0,1,0,0.0015625,0,1
DEU,2005,NPD,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
DEU,2009,CDU,1,0.99814453125,1,8.59856139569517e-26,1,0.99814453125,1,2.58347074207841e-18,0,0.0015625,0,0.999990942188961,0,0.0015625,0,0.999999551890828
DEU,2009,SPD,1,0.99814453125,1,4.60792319974877e-05,1,0.99814453125,1,2.31544251602593e-05,0,0.0015625,0,1,0,0.0015625,0,1
DEU,2009,FDP,1,0.54169921875,0,0.526501438550196,1,0.99814453125,0,0.075243919137597,0,0.0015625,0,1,0,0.0015625,0,1
DEU,2009,LP,0,0.0015625,0,0.999999994728497,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
DEU,2009,Green,1,0.99814453125,0,0.103123264341329,1,0.91279296875,0,0.179119045685079,0,0.0015625,0,1,0,0.0015625,0,1
DEU,2009,CSU,1,0.99814453125,1,9.05781103887141e-06,1,0.99814453125,1,0.000128764810420232,0,0.0015625,0,1,0,0.0015625,0,1
DEU,2013,AFD,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
DEU,2013,CDU,1,0.99814453125,1,2.05691414659249e-13,1,0.99814453125,1,5.50073002229225e-15,0,0.0015625,0,0.999999999856047,0,0.0015625,0,0.999982300949573
DEU,2013,SPD,1,0.99814453125,1,1.43952505826102e-10,1,0.99814453125,1,1.76990504274597e-05,0,0.0015625,0,0.999999999999794,0,0.0015625,0,0.999999999999994
DEU,2013,LP,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
DEU,2013,Green,0,0.0015625,0,1,0,0.0015625,0,0.999999999761725,0,0.0015625,0,1,0,0.0015625,0,1
DEU,2013,CSU,1,0.07783203125,0,0.963704010161834,1,0.49345703125,0,0.725009125790258,0,0.0015625,0,1,0,0.0015625,0,1
DEU,2013,FDP,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
DEU,2013,Pirates,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
DEU,2017,CDU,1,0.99814453125,1,1.35210508668768e-34,1,0.99814453125,1,8.61568957046015e-33,0,0.0015625,0,0.999999978394371,0,0.0015625,0,0.999999662769191
DEU,2017,SPD,1,0.99814453125,1,2.16056291830576e-08,1,0.99814453125,1,3.3723080851853e-07,0,0.0015625,0,1,0,0.0015625,0,1
DEU,2017,AFD,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
DEU,2017,FDP,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
DEU,2017,LP,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
DEU,2017,Green,0,0.0015625,0,0.999647580968583,0,0.0046875,0,0.998148426156146,0,0.0015625,0,1,0,0.0015625,0,1
DEU,2017,CSU,0,0.0015625,0,0.999999999999059,0,0.0015625,0,0.999999999984083,0,0.0015625,0,1,0,0.0015625,0,1
DEU,1998,SPD,1,0.99814453125,1,2.40506120717906e-44,1,0.99814453125,1,2.33410374904379e-26,1,0.99814453125,1,1.02255758449706e-07,1,0.99814453125,1,0.000112194358851526
DEU,1998,CDU,0,0.0015625,0,0.999999897744242,0,0.0015625,0,0.999887805641148,0,0.0015625,0,1,0,0.0015625,0,1
DEU,1998,CSU,0,0.0015625,0,1,0,0.0015625,0,0.999999999810065,0,0.0015625,0,1,0,0.0015625,0,1
DEU,1998,Green,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
DEU,1998,FDP,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
DEU,1998,PDS,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
DEU1,2002,SPD,1,0.99814453125,1,7.84088747287851e-20,1,0.99814453125,1,5.82919025673853e-09,1,0.99814453125,1,7.33037365947497e-05,1,0.99814453125,1,0.0486935690054129
DEU1,2002,CDU,0,0.0015625,0,0.999926696263405,1,0.05556640625,0,0.951306430994587,0,0.0015625,0,1,0,0.0015625,0,0.99999999417081
DEU1,2002,CSU,0,0.0015625,0,1,0,0.0015625,0,0.999999342558886,0,0.0015625,0,1,0,0.0015625,0,1
DEU1,2002,Green,0,0.0015625,0,1,0,0.0015625,0,0.999999999925019,0,0.0015625,0,1,0,0.0015625,0,1
DEU1,2002,FDP,0,0.0015625,0,1,0,0.0015625,0,0.999999999999997,0,0.0015625,0,1,0,0.0015625,0,1
DEU1,2002,LP,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
DEU1,2002,Rep,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
DEU1,2002,SP,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
DEU2,2002,SPD,1,0.99814453125,1,1.80564925618988e-16,1,0.99814453125,1,1.97955777050617e-11,1,0.58994140625,0,0.680059716769891,1,0.47861328125,0,0.755625225109211
DEU2,2002,CDU,1,0.05927734375,0,0.964237432848765,0,0.0234375,0,0.987691133082556,0,0.0015625,0,1,0,0.0015625,0,0.999999999980204
DEU2,2002,CSU,0,0.0015625,0,0.999763084186942,0,0.0015625,0,0.999808527505871,0,0.0015625,0,1,0,0.0015625,0,1
DEU2,2002,Green,1,0.76064453125,0,0.319940283230109,1,0.84970703125,0,0.244374774890789,0,0.0015625,0,1,0,0.0015625,0,1
DEU2,2002,FDP,0,0.0015625,0,0.999999995794947,0,0.0015625,0,0.999999978472674,0,0.0015625,0,1,0,0.0015625,0,1
DEU2,2002,LP,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
DEU2,2002,Rep,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
DEU2,2002,SP,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
DNK,2001,V,1,0.99814453125,1,4.25841021532768e-16,1,0.99814453125,1,4.25841021532768e-16,1,0.99814453125,1,0.0279483313521973,1,0.99814453125,1,0.0279483313521973
DNK,2001,S,0,0.0328125,0,0.972051668647803,0,0.0328125,0,0.972051668647803,0,0.0015625,0,1,0,0.0015625,0,1
DNK,2001,DF,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
DNK,2001,KF,0,0.0015625,0,0.999998416543778,0,0.0015625,0,0.999998416543778,0,0.0015625,0,1,0,0.0015625,0,1
DNK,2001,SF,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
DNK,2001,RV,0,0.0015625,0,0.999999999999999,0,0.0015625,0,0.999999999999999,0,0.0015625,0,1,0,0.0015625,0,1
DNK,2001,RG,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
DNK,2001,KD,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
DNK,2007,V,1,0.94619140625,0,0.223783781563434,1,0.99814453125,1,0.0324314386638057,0,0.0015625,0,0.999955080029828,1,0.08896484375,0,0.972033271714116
DNK,2007,S,1,0.99814453125,1,4.49199701716575e-05,1,0.99814453125,1,0.0279667282858836,0,0.0015625,0,0.999827775501879,1,0.09267578125,0,0.967568561336194
DNK,2007,DF,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
DNK,2007,SF,1,0.99814453125,1,0.00190138835967767,1,0.99814453125,0,0.217845095822068,0,0.0015625,0,1,0,0.0015625,0,1
DNK,2007,KF,0,0.0078125,0,0.997150408889207,1,0.13720703125,0,0.95104690707943,0,0.0015625,0,1,0,0.0015625,0,1
DNK,2007,RV,0,0.0015625,0,0.999999999999988,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
DNK,2007,Y,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
DNK,2007,RG,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
DNK,2007,KD,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
DNK,1998,S,1,0.99814453125,1,0.000146989962686533,1,0.99814453125,1,0.000146989962686533,0,0.0109375,0,0.993557411950577,0,0.0109375,0,0.993557411950577
DNK,1998,V,1,0.99814453125,1,0.00644258804942304,1,0.99814453125,1,0.00644258804942304,0,0.0015625,0,0.999853010037313,0,0.0015625,0,0.999853010037313
DNK,1998,KF,0,0.0015625,0,0.999922877178245,0,0.0015625,0,0.999922877178245,0,0.0015625,0,1,0,0.0015625,0,1
DNK,1998,SF,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
DNK,1998,DF,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
DNK,1998,Centre,0,0.0015625,0,0.999999999985359,0,0.0015625,0,0.999999999985359,0,0.0015625,0,1,0,0.0015625,0,1
ESP,2000,PP,1,0.99814453125,1,1.0587335758164e-33,1,0.99814453125,1,1.0587335758164e-33,0,0.0234375,0,0.986368589368199,0,0.0234375,0,0.986368589368199
ESP,2000,PSOE,1,0.99814453125,1,0.0136314106318013,1,0.99814453125,1,0.0136314106318013,0,0.0015625,0,1,0,0.0015625,0,1
ESP,2000,IU,0,0.0015625,0,0.998800521006062,0,0.0015625,0,0.998800521006062,0,0.0015625,0,1,0,0.0015625,0,1
ESP,2000,CiU,0,0.0015625,0,0.999999983108982,0,0.0015625,0,0.999999983108982,0,0.0015625,0,1,0,0.0015625,0,1
ESP,2000,PNV,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
ESP,2004,CiU,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ESP,2004,PSOE,1,0.99814453125,1,2.10712848981764e-53,1,0.99814453125,1,2.10712848981764e-53,1,0.99814453125,1,2.50748077829613e-14,1,0.99814453125,1,2.50748077829613e-14
ESP,2004,PP,0,0.0015625,0,0.999999999999975,0,0.0015625,0,0.999999999999975,0,0.0015625,0,1,0,0.0015625,0,1
ESP,2004,IU,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
ESP,2008,BNG,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ESP,2008,CC_PNC,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ESP,2008,UPyD,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ESP,2008,PSOE,1,0.99814453125,1,1.58203345300609e-43,1,0.99814453125,1,1.58203345300609e-43,1,0.99814453125,1,1.07911834957712e-07,1,0.99814453125,1,1.07911834957712e-07
ESP,2008,PP,0,0.0015625,0,0.999999892088165,0,0.0015625,0,0.999999892088165,0,0.0015625,0,1,0,0.0015625,0,1
ESP,2008,CiU,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
ESP,2008,PNV,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
ESP,2008,ERC,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
ESP,2008,IU,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
ESP,1996,PP,1,0.16318359375,0,0.854230377939603,1,0.16318359375,0,0.854230377939603,0,0.0015625,0,1,0,0.0015625,0,1
ESP,1996,PSOE,1,0.99814453125,1,2.28281537820335e-36,1,0.99814453125,1,2.28281537820335e-36,1,0.99814453125,0,0.145769622060397,1,0.99814453125,0,0.145769622060397
ESP,1996,IU,0,0.0109375,0,0.98793383293189,0,0.0109375,0,0.98793383293189,0,0.0015625,0,1,0,0.0015625,0,1
ESP,1996,CiU,0,0.0015625,0,0.999999990517506,0,0.0015625,0,0.999999990517506,0,0.0015625,0,1,0,0.0015625,0,1
ESP,1996,PNV,0,0.0015625,0,0.999999999999964,0,0.0015625,0,0.999999999999964,0,0.0015625,0,1,0,0.0015625,0,1
EST,2011,Reform,1,0.56767578125,0,0.48666360230512,1,0.56767578125,0,0.48666360230512,0,0.0015625,0,1,0,0.0015625,0,1
EST,2011,Centre,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
EST,2011,Isamaa,1,0.99814453125,0,0.100698042032953,1,0.99814453125,0,0.100698042032953,0,0.0015625,0,1,0,0.0015625,0,1
EST,2011,SDE,1,0.99814453125,1,1.3173282443153e-22,1,0.99814453125,1,1.3173282443153e-22,1,0.18544921875,0,0.899301957967047,1,0.18544921875,0,0.899301957967047
EST,2011,EKRE,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
EST,2011,Green,0,0.0015625,0,0.999982911200661,0,0.0015625,0,0.999982911200661,0,0.0015625,0,1,0,0.0015625,0,1
FIN,2003,KESK,1,0.99814453125,1,0.00867624502416686,1,0.99814453125,1,0.00867624502416686,0,0.0015625,0,1,0,0.0015625,0,1
FIN,2003,SDP,1,0.99814453125,1,9.91988127747686e-28,1,0.99814453125,1,9.91988127747686e-28,0,0.0265625,0,0.991323754975833,0,0.0265625,0,0.991323754975833
FIN,2003,KOK,1,0.86826171875,0,0.327746717545248,1,0.86826171875,0,0.327746717545248,0,0.0015625,0,1,0,0.0015625,0,1
FIN,2003,Vas,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
FIN,2003,Green,1,0.54912109375,0,0.559264589943614,1,0.54912109375,0,0.559264589943614,0,0.0015625,0,1,0,0.0015625,0,1
FIN,2003,KD,0,0.0015625,0,0.999988196437269,0,0.0015625,0,0.999988196437269,0,0.0015625,0,1,0,0.0015625,0,1
FIN,2003,RKP,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
FIN,2007,KESK,1,0.99814453125,1,4.23198052629926e-31,1,0.99814453125,1,4.23198052629926e-31,0,0.0203125,0,0.993564763334746,0,0.0203125,0,0.993564763334746
FIN,2007,KOK,1,0.99814453125,1,0.00643523666525415,1,0.99814453125,1,0.00643523666525415,0,0.0015625,0,1,0,0.0015625,0,1
FIN,2007,SDP,1,0.99814453125,1,0.00887572320175991,1,0.99814453125,1,0.00887572320175991,0,0.0015625,0,1,0,0.0015625,0,1
FIN,2007,Vas,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
FIN,2007,Green,1,0.50087890625,0,0.686458477217879,1,0.50087890625,0,0.686458477217879,0,0.0015625,0,1,0,0.0015625,0,1
FIN,2007,RKP,0,0.0015625,0,0.99999999999905,0,0.0015625,0,0.99999999999905,0,0.0015625,0,1,0,0.0015625,0,1
FIN,2007,KD,0,0.0015625,0,0.999999999999966,0,0.0015625,0,0.999999999999966,0,0.0015625,0,1,0,0.0015625,0,1
FIN,2007,PS,0,0.0015625,0,0.999999999999969,0,0.0015625,0,0.999999999999969,0,0.0015625,0,1,0,0.0015625,0,1
FIN,2011,KOK,1,0.79404296875,0,0.284039153915641,1,0.79404296875,0,0.284039153915641,0,0.0015625,0,1,0,0.0015625,0,1
FIN,2011,SDP,1,0.99814453125,1,4.166619455713e-21,1,0.99814453125,1,4.166619455713e-21,1,0.32646484375,0,0.715960846084359,1,0.32646484375,0,0.715960846084359
FIN,2011,PS,0,0.0015625,0,0.999983514073207,0,0.0015625,0,0.999983514073207,0,0.0015625,0,1,0,0.0015625,0,1
FIN,2011,KESK,0,0.0015625,0,0.999995579381528,0,0.0015625,0,0.999995579381528,0,0.0015625,0,1,0,0.0015625,0,1
FIN,2011,Vas,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
FIN,2011,Green,0,0.0015625,0,0.999999999441893,0,0.0015625,0,0.999999999441893,0,0.0015625,0,1,0,0.0015625,0,1
FIN,2011,RKP,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
FIN,2011,KD,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
FIN,2015,KESK,1,0.99814453125,1,3.76212075292465e-41,1,0.99814453125,1,3.76212075292465e-41,1,0.25224609375,0,0.887544183883554,1,0.25224609375,0,0.887544183883554
FIN,2015,KOK,0,0.0015625,0,0.99871828913335,0,0.0015625,0,0.99871828913335,0,0.0015625,0,1,0,0.0015625,0,1
FIN,2015,PS,0,0.0015625,0,0.999999984984472,0,0.0015625,0,0.999999984984472,0,0.0015625,0,1,0,0.0015625,0,1
FIN,2015,SDP,1,0.48232421875,0,0.56269807736924,1,0.48232421875,0,0.56269807736924,0,0.0015625,0,1,0,0.0015625,0,1
FIN,2015,Green,1,0.98701171875,0,0.112455816116446,1,0.98701171875,0,0.112455816116446,0,0.0015625,0,1,0,0.0015625,0,1
FIN,2015,Vas,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
FIN,2015,RKP,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
FIN,2015,KD,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1,0,0.0015625,0,1
